Mod:Item:MetaData, Localized Name
switchbow:arrowlightningbolt, Lightning-Arrow
switchbow:arrowtnt, TNT-Arrow
switchbow:arrowfrost, Frost-Arrow
switchbow:arrowair, Air-Arrow
switchbow:arrowenderperle, Teleport-Arrow
switchbow:arrowvampier, Vampire-Arrow
switchbow:arrowwither, Wither-Arrow
switchbow:arrowtorch, Torch-Arrow
switchbow:arrowsplit, Sliver-Arrow
switchbow:arrowunderwater, Underwater-Arrow
switchbow:arrowdiamond, Reinforced Arrow
switchbow:arrowlove, Love-Arrow
switchbow:arrowfire, Fire-Arrow
switchbow:arrowbone, Bone-Arrow
switchbow:arrowfirework, Rocket-Arrow
switchbow:arrowsplitlove, Love-Arrow (AOE)
switchbow:arrowluck, Luck-Arrow
switchbow:arrowredstone, Redstone-Arrow
switchbow:arrowburial, Burial-Arrow
switchbow:arrowchorus, Chorus-Arrow
switchbow:arrowsprinkler, Sprinkler-Arrow
switchbow:arrowdragonbreath, Dragon-Arrow
switchbow:arrowtriple, Triple-Arrow
switchbow:arrowprotector, Protector-Arrow
switchbow:arrowknockback, Knockback-Arrow
switchbow:arrowbouncy, Bouncy-Arrow
switchbow:arrowofthesearcher, Arrow of the Searcher
switchbow:arrowpiercing, Piercing-Arrow
switchbow:arrowlightningboltstorm, Lightningstorm-Arrow
switchbow:arrowboneaoe, Bone-Arrow(AOE)
switchbow:arrowsplitupgrade, Transforming Sliver-Arrow
switchbow:arrowburialaoe, Burial-Arrow(AOE)
switchbow:arrowfireupgrade, FireStorm-Arrow
switchbow:arrowluckupgrade, Transforming Luck-Arrow
switchbow:arrowairupgrade, Air-Arrow(AOE)
switchbow:arrowsplitloveupgrade, Transforming Love-Arrow(AOE)
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
xat:glowing_powder, Glowing Powder
xat:glowing_ingot, #yellow:Glowing Ingot
xat:glowing_gem, #gold:Glowing Gem
xat:moon_rose, Moon Rose
xat:dwarf_stout, Dwarf Stout
xat:elf_sap, Elf Sap
xat:faelis_food, Faelis Nip
xat:fairy_dew, Fairy Dew
xat:goblin_soup, Goblin Soup
xat:titan_spirit, Titan's Spirit
xat:dragon_gem, Dragon Gem
xat:mana_candy, #aqua:Mana Candy
xat:mana_crystal, #gold:Mana Crystal
xat:mana_reagent, #gold:Mana Reagent
xat:restoration_serum, #gold:Restoration Serum
xat:weightless_stone, item.weightless_stone.name
xat:inertia_null_stone, item.inertia_null_stone.name
xat:greater_inertia_stone, item.greater_inertia_stone.name
xat:glow_ring, item.glow_ring.name
xat:sea_stone, item.sea_stone.name
xat:polarized_stone, item.polarized_stone.name
xat:dragons_eye, item.dragons_eye.name
xat:wither_ring, item.wither_ring.name
xat:poison_stone, item.poison_stone.name
xat:ender_tiara, item.ender_tiara.name
xat:damage_shield, item.damage_shield.name
xat:arcing_orb, item.arcing_orb.name
xat:teddy_bear, item.teddy_bear.name
xat:faelis_claw, item.faelis_claw.name
xat:fairy_ring, item.fairy_ring.name
xat:dwarf_ring, item.dwarf_ring.name
xat:titan_ring, item.titan_ring.name
xat:goblin_ring, item.goblin_ring.name
xat:elf_ring, item.elf_ring.name
xat:faelis_ring, item.faelis_ring.name
xat:dragon_ring, item.dragon_ring.name
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
xpbook:xp_book, XP Tome
armorunder:mod_icon, Icon
armorunder:cooling_goo, Cooling Goo
armorunder:heating_goo, Heating Goo
armorunder:cool_liner_material, Cooling Liner Material
armorunder:warm_liner_material, Warming Liner Material
armorunder:liner_snips, Liner Snips
armorunder:cool_boots_liner, Boots Cool Liner
armorunder:cool_chestplate_liner, Chestplate Cool Liner
armorunder:cool_helmet_liner, Helmet Cool Liner
armorunder:cool_leggings_liner, Leggings Cool Liner
armorunder:warm_boots_liner, Boots Warm Liner
armorunder:warm_chestplate_liner, Chestplate Warm Liner
armorunder:warm_helmet_liner, Helmet Warm Liner
armorunder:warm_leggings_liner, Leggings Warm Liner
armorunder:goopak_cool, Goopak Cool
armorunder:goopak_heat, Goopak Heat
armorunder:goopak_spent, Used Goopak
armorunder:flipflop_goo, Flip Flop Goo
armorunder:flipflop_liner_material, Ozzy Liner Material
armorunder:auto_chestplate_liner, Ozzy Chestplate Liner
armorunder:auto_leggings_liner, Ozzy Leggings Liner
base:wrench, Wrench
mujmajnkraftsbettersurvival:itemsmallshield, Round Shield
mujmajnkraftsbettersurvival:itemcrossbow, Crossbow
mujmajnkraftsbettersurvival:itembigshield, Big Shield
mujmajnkraftsbettersurvival:itemwoodhammer, Wooden Hammer
mujmajnkraftsbettersurvival:itemstonehammer, Stone Hammer
mujmajnkraftsbettersurvival:itemironhammer, Iron Hammer
mujmajnkraftsbettersurvival:itemdiamondhammer, Diamond Hammer
mujmajnkraftsbettersurvival:itemgoldhammer, Golden Hammer
mujmajnkraftsbettersurvival:itemcopperhammer, Copper Hammer
mujmajnkraftsbettersurvival:itembronzehammer, Bronze Hammer
mujmajnkraftsbettersurvival:iteminvarhammer, Invar Hammer
mujmajnkraftsbettersurvival:itemsilverhammer, Silver Hammer
mujmajnkraftsbettersurvival:itemelectrumhammer, Electrum Hammer
mujmajnkraftsbettersurvival:itemaluminiumhammer, Aluminium Hammer
mujmajnkraftsbettersurvival:itemsteelhammer, Steel Hammer
mujmajnkraftsbettersurvival:itemsignalumhammer, Signalum Hammer
mujmajnkraftsbettersurvival:itemlumiumhammer, Lumium Hammer
mujmajnkraftsbettersurvival:itemenderiumhammer, Enderium Hammer
mujmajnkraftsbettersurvival:itemdragonbonehammer, Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemjunglechitinhammer, Jungle Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemdesertchitinhammer, Desert Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemwoodspear, Wooden Spear
mujmajnkraftsbettersurvival:itemstonespear, Stone Spear
mujmajnkraftsbettersurvival:itemironspear, Iron Spear
mujmajnkraftsbettersurvival:itemdiamondspear, Diamond Spear
mujmajnkraftsbettersurvival:itemgoldspear, Golden Spear
mujmajnkraftsbettersurvival:itemcopperspear, Copper Spear
mujmajnkraftsbettersurvival:itembronzespear, Bronze Spear
mujmajnkraftsbettersurvival:iteminvarspear, Invar Spear
mujmajnkraftsbettersurvival:itemsilverspear, Silver Spear
mujmajnkraftsbettersurvival:itemelectrumspear, Electrum Spear
mujmajnkraftsbettersurvival:itemaluminiumspear, Aluminium Spear
mujmajnkraftsbettersurvival:itemsteelspear, Steel Spear
mujmajnkraftsbettersurvival:itemsignalumspear, Signalum Spear
mujmajnkraftsbettersurvival:itemlumiumspear, Lumium Spear
mujmajnkraftsbettersurvival:itemenderiumspear, Enderium Spear
mujmajnkraftsbettersurvival:itemdragonbonespear, Dragon Bone Spear
mujmajnkraftsbettersurvival:itemjunglechitinspear, Jungle Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemdesertchitinspear, Desert Myrmex Chitin Spear
mujmajnkraftsbettersurvival:itemwoodbattleaxe, Wooden Battle Axe
mujmajnkraftsbettersurvival:itemstonebattleaxe, Stone Battle Axe
mujmajnkraftsbettersurvival:itemironbattleaxe, Iron Battle Axe
mujmajnkraftsbettersurvival:itemdiamondbattleaxe, Diamond Battle Axe
mujmajnkraftsbettersurvival:itemgoldbattleaxe, Golden Battle Axe
mujmajnkraftsbettersurvival:itemcopperbattleaxe, Copper Battle Axe
mujmajnkraftsbettersurvival:itembronzebattleaxe, Bronze Battle Axe
mujmajnkraftsbettersurvival:iteminvarbattleaxe, Invar Battle Axe
mujmajnkraftsbettersurvival:itemsilverbattleaxe, Silver Battle Axe
mujmajnkraftsbettersurvival:itemelectrumbattleaxe, Electrum Battle Axe
mujmajnkraftsbettersurvival:itemaluminiumbattleaxe, Aluminium Battle Axe
mujmajnkraftsbettersurvival:itemsteelbattleaxe, Steel Battle Axe
mujmajnkraftsbettersurvival:itemsignalumbattleaxe, Signalum Battle Axe
mujmajnkraftsbettersurvival:itemlumiumbattleaxe, Lumium Battle Axe
mujmajnkraftsbettersurvival:itemenderiumbattleaxe, Enderium Battle Axe
mujmajnkraftsbettersurvival:itemdragonbonebattleaxe, Dragon Bone Battle Axe
mujmajnkraftsbettersurvival:itemjunglechitinbattleaxe, Jungle Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemdesertchitinbattleaxe, Desert Myrmex Chitin Battle Axe
mujmajnkraftsbettersurvival:itemwooddagger, Wooden Dagger
mujmajnkraftsbettersurvival:itemstonedagger, Stone Dagger
mujmajnkraftsbettersurvival:itemirondagger, Iron Dagger
mujmajnkraftsbettersurvival:itemdiamonddagger, Diamond Dagger
mujmajnkraftsbettersurvival:itemgolddagger, Golden Dagger
mujmajnkraftsbettersurvival:itemcopperdagger, Copper Dagger
mujmajnkraftsbettersurvival:itembronzedagger, Bronze Dagger
mujmajnkraftsbettersurvival:iteminvardagger, Invar Dagger
mujmajnkraftsbettersurvival:itemsilverdagger, Silver Dagger
mujmajnkraftsbettersurvival:itemelectrumdagger, Electrum Dagger
mujmajnkraftsbettersurvival:itemaluminiumdagger, Aluminium Dagger
mujmajnkraftsbettersurvival:itemsteeldagger, Steel Dagger
mujmajnkraftsbettersurvival:itemsignalumdagger, Signalum Dagger
mujmajnkraftsbettersurvival:itemlumiumdagger, Lumium Dagger
mujmajnkraftsbettersurvival:itemenderiumdagger, Enderium Dagger
mujmajnkraftsbettersurvival:itemdragonbonedagger, Dragon Bone Dagger
mujmajnkraftsbettersurvival:itemjunglechitindagger, Jungle Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemdesertchitindagger, Desert Myrmex Chitin Dagger
mujmajnkraftsbettersurvival:itemwoodnunchaku, Wooden Nunchaku
mujmajnkraftsbettersurvival:itemstonenunchaku, Stone Nunchaku
mujmajnkraftsbettersurvival:itemironnunchaku, Iron Nunchaku
mujmajnkraftsbettersurvival:itemdiamondnunchaku, Diamond Nunchaku
mujmajnkraftsbettersurvival:itemgoldnunchaku, Golden Nunchaku
mujmajnkraftsbettersurvival:itemcoppernunchaku, Copper Nunchaku
mujmajnkraftsbettersurvival:itembronzenunchaku, Bronze Nunchaku
mujmajnkraftsbettersurvival:iteminvarnunchaku, Invar Nunchaku
mujmajnkraftsbettersurvival:itemsilvernunchaku, Silver Nunchaku
mujmajnkraftsbettersurvival:itemelectrumnunchaku, Electrum Nunchaku
mujmajnkraftsbettersurvival:itemaluminiumnunchaku, Aluminium Nunchaku
mujmajnkraftsbettersurvival:itemsteelnunchaku, Steel Nunchaku
mujmajnkraftsbettersurvival:itemsignalumnunchaku, Signalum Nunchaku
mujmajnkraftsbettersurvival:itemlumiumnunchaku, Lumium Nunchaku
mujmajnkraftsbettersurvival:itemenderiumnunchaku, Enderium Nunchaku
mujmajnkraftsbettersurvival:itemdragonbonenunchaku, Dragon Bone Nunchaku
mujmajnkraftsbettersurvival:itemjunglechitinnunchaku, Jungle Myrmex Chitin Nunchaku
mujmajnkraftsbettersurvival:itemdesertchitinnunchaku, Desert Myrmex Chitin Nunchaku
lycanitesmobs:shadowstonebrick_stairs, Shadowstone Brick Stairs
lycanitesmobs:demonstonebrick_stairs, Demonstone Brick Stairs
lycanitesmobs:sprigganheart, Spriggan Heart
lycanitesmobs:bansheeeye, Banshee Eye
lycanitesmobs:saddle_beast, Beast Saddle
lycanitesmobs:saddle_imp, Imp Saddle
lycanitesmobs:desertstone_stairs, Desertstone Stairs
lycanitesmobs:ashenstone_slab:0, Ashenstone Slab
lycanitesmobs:whirlwindcharge, Whirlwind Charge
lycanitesmobs:searing_taco, Searing Taco
lycanitesmobs:cooked_ika_meat, Cooked Ika Meat
lycanitesmobs:cooked_chupacabra_meat, Cooked Chupacabra Meat
lycanitesmobs:undeadspawn:0, Spawn Undead: Wendigo
lycanitesmobs:undeadspawn:0, Spawn Undead: Amalgalich
lycanitesmobs:undeadspawn:0, Spawn Undead: Geist
lycanitesmobs:undeadspawn:0, Spawn Undead: Necrovore
lycanitesmobs:undeadspawn:0, Spawn Undead: Ghoul
lycanitesmobs:undeadspawn:0, Spawn Undead: Cryptkeeper
lycanitesmobs:undeadspawn:0, Spawn Undead: Reaper
lycanitesmobs:tropical_curry, Tropical Curry
lycanitesmobs:conbabutt, Conba Butt
lycanitesmobs:shadowstonetile_stairs, Shadowstone Tile Stairs
lycanitesmobs:sylphwing, Sylph Wing
lycanitesmobs:ashenstone_stairs, Ashenstone Stairs
lycanitesmobs:battle_burrito, Battle Burrito
lycanitesmobs:shadowstonebrick_fence, Shadowstone Brick Fence
lycanitesmobs:bruchaquill, Quillbeast (Brucha) Quill
lycanitesmobs:blood_chili, Blood Chili
lycanitesmobs:aberrantstonebrick_wall, Aberrantstone Brick Wall
lycanitesmobs:soulstone_demon, Demon Soulstone
lycanitesmobs:grueclaw, Grue Claw
lycanitesmobs:immunizer, Immunizer
lycanitesmobs:geonachspear, Geonach Spear
lycanitesmobs:soul_contract,  Soul Contract
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:frostweb, Frostweb
lycanitesmobs:seashell_maki, Seashell Maki
lycanitesmobs:impspawn:0, Spawn Imp: Gnekk
lycanitesmobs:impspawn:0, Spawn Imp: Pixen
lycanitesmobs:impspawn:0, Spawn Imp: Clink
lycanitesmobs:impspawn:0, Spawn Imp: Arix
lycanitesmobs:impspawn:0, Spawn Imp: Afrit
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:saddle_insect, Insect Saddle
lycanitesmobs:demoncrystal, Demon Crystal
lycanitesmobs:moglava, Moglava
lycanitesmobs:beastspawn:0, Spawn Beast: Jabberwock
lycanitesmobs:beastspawn:0, Spawn Beast: Wraamon
lycanitesmobs:beastspawn:0, Spawn Beast: Barghest
lycanitesmobs:beastspawn:0, Spawn Beast: Conba
lycanitesmobs:beastspawn:0, Spawn Beast: Warg
lycanitesmobs:beastspawn:0, Spawn Beast: Kobold
lycanitesmobs:beastspawn:0, Spawn Beast: Maka Alpha
lycanitesmobs:beastspawn:0, Spawn Beast: Chupacabra
lycanitesmobs:beastspawn:0, Spawn Beast: Bobeko
lycanitesmobs:beastspawn:0, Spawn Beast: Maug
lycanitesmobs:beastspawn:0, Spawn Beast: Dawon
lycanitesmobs:beastspawn:0, Spawn Beast: Quillbeast (Brucha)
lycanitesmobs:beastspawn:0, Spawn Beast: Yale
lycanitesmobs:beastspawn:0, Spawn Beast: Maka
lycanitesmobs:beastspawn:0, Spawn Beast: Feradon
lycanitesmobs:beastspawn:0, Spawn Beast: Epion
lycanitesmobs:beastspawn:0, Spawn Beast: Balayang
lycanitesmobs:lapis_fish_and_chips, Lapis Fish and Chips
lycanitesmobs:magmacharge, Magma Charge
lycanitesmobs:soulstone_undead, Undead Soulstone
lycanitesmobs:frostboltcharge, Frostbolt Charge
lycanitesmobs:avianspawn:0, Spawn Avian: Uvaraptor
lycanitesmobs:avianspawn:0, Spawn Avian: Roc
lycanitesmobs:avianspawn:0, Spawn Avian: Raiko
lycanitesmobs:avianspawn:0, Spawn Avian: Ventoraptor
lycanitesmobs:desertstonetile_stairs, Desertstone Tile Stairs
lycanitesmobs:soulstone_imp, Imp Soulstone
lycanitesmobs:shadowcrystal, Shadow Crystal
lycanitesmobs:afritlung, Afrit Lung
lycanitesmobs:angeltreat, Angel Treat
lycanitesmobs:raw_joust_meat, Raw Jouste Meat
lycanitesmobs:aberrantstonebrick_fence, Aberrantstone Brick Fence
lycanitesmobs:quickweb, Quickweb
lycanitesmobs:remobrawing, Remobra Wing
lycanitesmobs:desertstonebrick_fence, Desertstone Brick Fence
lycanitesmobs:ashenstonetile, Ashenstone Tile
lycanitesmobs:spectralboltcharge, Spectral Bolt Charge
lycanitesmobs:doomfire, Doomfire
lycanitesmobs:moss_pie, Moss Pie
lycanitesmobs:uvaraptorskull, Uvaraptor Skull
lycanitesmobs:cooked_bobeko_meat, Cooked Bobeko Meat
lycanitesmobs:desertstonepolished, Polished Desertstone
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:demonstonechiseled, Chiseled Demonstone
lycanitesmobs:venomshotcharge, Venomshot Charge
lycanitesmobs:planttreat, Plant Treat
lycanitesmobs:acidglobcharge, Acid Glob Charge
lycanitesmobs:reptilespawn:0, Spawn Reptile: Arisaur
lycanitesmobs:reptilespawn:0, Spawn Reptile: Thresher
lycanitesmobs:reptilespawn:0, Spawn Reptile: Aspid
lycanitesmobs:reptilespawn:0, Spawn Reptile: Khalk
lycanitesmobs:reptilespawn:0, Spawn Reptile: Geken
lycanitesmobs:explorers_risotto, Explorers Risotto
lycanitesmobs:desertstonechiseled, Chiseled Desertstone
lycanitesmobs:aberrantstone, Aberrantstone
lycanitesmobs:hellfire, Hellfire
lycanitesmobs:saddle_elemental, Elemental Saddle
lycanitesmobs:shadowstone_slab_double, Double Shadowstone Slab
lycanitesmobs:dragontreat, Dragon Treat
lycanitesmobs:astarothclaw, Astaroth Claw
lycanitesmobs:shadowstonechiseled, Chiseled Shadowstone
lycanitesmobs:apollyonclaw, Archvile (Apollyon) Claw
lycanitesmobs:icefire, Icefire
lycanitesmobs:saddle_plant, Plant Saddle
lycanitesmobs:fireballcharge, item.fireballcharge.name
lycanitesmobs:wildkinarm, Wildkin Arm
lycanitesmobs:slimetreat, Slime Treat
lycanitesmobs:ashenstone_slab_double, Double Ashenstone Slab
lycanitesmobs:poison, tile.poison.name
lycanitesmobs:shadowfire, Shadowfire
lycanitesmobs:saddle_dragon, Dragon Saddle
lycanitesmobs:equipment_station, tile.equipment_station.name
lycanitesmobs:bucketpoison, Poison Bucket
lycanitesmobs:lushstone_stairs, Lushstone Stairs
lycanitesmobs:boulderblastcharge, Boulder Blast Charge
lycanitesmobs:aberrantstonebrick_slab:0, Aberrantstone Brick Slab
lycanitesmobs:ashenstonechiseled, Chiseled Ashenstone
lycanitesmobs:icefireballcharge, item.icefireballcharge.name
lycanitesmobs:peaks_kebab, Peaks Kebab
lycanitesmobs:hellfireballcharge, item.hellfireballcharge.name
lycanitesmobs:ashenstonebrick_stairs, Ashenstone Brick Stairs
lycanitesmobs:quillcharge, item.quillcharge.name
lycanitesmobs:lushstonebrick_fence, Lushstone Brick Fence
lycanitesmobs:mobtoken, Mob Token
lycanitesmobs:scorchfireballcharge, item.scorchfireballcharge.name
lycanitesmobs:soulstone_anthronian, Anthronian Soulstone
lycanitesmobs:wraithsigil, Wraith Sigil
lycanitesmobs:throwingscythecharge, item.throwingscythecharge.name
lycanitesmobs:ashenstonepillar, Ashenstone Pillar
lycanitesmobs:soulcubeaberrant, Aberrant Soulcube
lycanitesmobs:saddle_slime, Slime Saddle
